taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,condsFile,instrText.started,instrText.stopped,l1ex.started,l1ex.stopped,l2ex.started,l2ex.stopped,t1ex.started,t1ex.stopped,tTex.started,tTex.stopped,participant,taskVer,date,expName,psychopyVersion,frameRate,
,,,,,39.024488899856806,None,39.024488899856806,None,39.024488899856806,None,39.024488899856806,None,39.024488899856806,None,,,,,,,
